test_id,pass,fail,missing,total,verdict
tests/test_stream_messages_transformer.py::TestViaMux::test_async_streaming_via_mux,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_async_child_mini_mux_fail_uses_async_lane,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_async_child_mini_mux_uses_async_lane,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_child_finalize_errors_propagate_to_async_run,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_child_forwarding_errors_fail_async_run,50,0,0,50,NOT_FLAKY
tests/test_subgraph_detection.py::test_subgraph_detection[async_node-module_global],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_checkpointer_false_no_persistence_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_checkpointer_false_no_persistence_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_child_with_own_thread_id_keeps_namespace_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_child_with_own_thread_id_keeps_namespace_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateful_interrupt_resume_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateful_interrupt_resume_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateful_namespace_isolation_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateful_namespace_isolation_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateful_state_accumulates_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateful_state_accumulates_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateful_state_accumulates_with_interrupt_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateful_state_accumulates_with_interrupt_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateless_interrupt_resume_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateless_interrupt_resume_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateless_state_resets_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateless_state_resets_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateless_state_resets_with_interrupt_async[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence_async.py::test_stateless_state_resets_with_interrupt_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_3_levels_deep_middle_has_interrupts_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_3_levels_deep_middle_has_interrupts_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_3_levels_deep_time_travel_to_first_interrupt_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_3_levels_deep_time_travel_to_first_interrupt_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_3_levels_deep_time_travel_to_middle_subgraph_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_3_levels_deep_time_travel_to_middle_subgraph_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_3_levels_deep_time_travel_to_second_interrupt_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_3_levels_deep_time_travel_to_second_interrupt_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_checkpoint_ns_accessible_in_subgraph[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_checkpoint_ns_accessible_in_subgraph[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_copy_fork_creates_sibling_checkpoint[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_copy_fork_creates_sibling_checkpoint[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_copy_fork_retriggers_interrupt[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_copy_fork_retriggers_interrupt[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_creates_branch_in_subgraph[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_creates_branch_in_subgraph[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_creates_branch_preserving_old_checkpoints[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_creates_branch_preserving_old_checkpoints[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_from_before_interrupt_refires[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_from_before_interrupt_refires[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_from_interrupt_checkpoint_refires[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_from_interrupt_checkpoint_refires[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_reruns_with_modified_state[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_fork_reruns_with_modified_state[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_get_state_with_subgraphs_returns_subgraph_state[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_get_state_with_subgraphs_returns_subgraph_state[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_multiple_forks_from_same_checkpoint[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_multiple_forks_from_same_checkpoint[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_multiple_interrupts_in_one_node[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_multiple_interrupts_in_one_node[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_creates_branch_in_subgraph[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_creates_branch_in_subgraph[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_creates_branch_preserving_old_checkpoints[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_creates_branch_preserving_old_checkpoints[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_from_before_interrupt_refires[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_from_before_interrupt_refires[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_from_before_interrupt_then_resume_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_from_before_interrupt_then_resume_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_from_final_checkpoint_is_noop[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_from_final_checkpoint_is_noop[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_from_first_invocation_checkpoint[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_from_first_invocation_checkpoint[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_interrupt_stable_across_replays[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_interrupt_stable_across_replays[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_reruns_nodes_after_checkpoint[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_replay_reruns_nodes_after_checkpoint[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_sequential_interrupts_fork_from_middle[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_sequential_interrupts_fork_from_middle[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_stateful_subgraph_loads_latest_after_replay[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_stateful_subgraph_loads_latest_after_replay[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_stateful_subgraph_retains_state_on_parent_fork[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_stateful_subgraph_retains_state_on_parent_fork[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_stateful_subgraph_retains_state_on_parent_replay[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_stateful_subgraph_retains_state_on_parent_replay[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_stateless_subgraph_starts_fresh_on_parent_replay[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_stateless_subgraph_starts_fresh_on_parent_replay[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_fork_from_before[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_fork_from_before[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_interrupt_full_flow[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_interrupt_full_flow[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_interrupt_full_flow_no_sub_checkpointer[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_interrupt_full_flow_no_sub_checkpointer[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_interrupt_replay_from_interrupt_checkpoint[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_interrupt_replay_from_interrupt_checkpoint[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_interrupt_replay_from_parent[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_interrupt_replay_from_parent[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_replay_from_before[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_replay_from_before[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_after_completion_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_after_completion_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_checkpoint_pattern_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_checkpoint_pattern_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_resume_from_first_interrupt_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_resume_from_first_interrupt_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_resume_from_second_interrupt_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_resume_from_second_interrupt_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_to_first_interrupt_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_to_first_interrupt_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_to_second_interrupt_async[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_subgraph_time_travel_to_second_interrupt_async[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_three_level_nested_subgraph_loads_state_on_fork[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_three_level_nested_subgraph_loads_state_on_fork[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_three_level_nested_subgraph_loads_state_on_replay[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_three_level_nested_subgraph_loads_state_on_replay[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_update_state_with_none_values[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel_async.py::test_update_state_with_none_values[sqlite_aio],50,0,0,50,NOT_FLAKY
tests/test_tool_stream_handler.py::TestAsyncGraphAsyncTool::test_async_tool_produces_events,50,0,0,50,NOT_FLAKY
tests/test_trace_policy.py::test_trace_policy_transforms_recorded_inputs_async,50,0,0,50,NOT_FLAKY
tests/test_utils.py::test_is_async,50,0,0,50,NOT_FLAKY
tests/test_utils.py::test_runnable_callable_tracing_nested_async,50,0,0,50,NOT_FLAKY
tests/test_delta_channel_migration.py::test_continuing_migrated_thread_folds_deltas_on_seed,50,0,0,50,NOT_FLAKY
tests/test_delta_channel_migration.py::test_delta_and_migrated_threads_do_not_cross_contaminate,50,0,0,50,NOT_FLAKY
tests/test_delta_channel_update_state.py::test_aupdate_state_fresh_thread_delta_channel,50,0,0,50,NOT_FLAKY
tests/test_delta_channel_update_state.py::test_update_state_fresh_thread_delta_channel,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_concurrent_emit_sends,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_concurrent_execution_thread_safety,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_nested_graph_interrupts_parallel[memory-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_nested_graph_interrupts_parallel[memory-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_nested_graph_interrupts_parallel[sqlite-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_nested_graph_interrupts_parallel[sqlite-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_nested_graph_interrupts_parallel[sqlite_aes-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_nested_graph_interrupts_parallel[sqlite_aes-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel[memory-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel[memory-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel[sqlite-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel[sqlite-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel[sqlite_aes-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel[sqlite_aes-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel_error[memory-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel_error[memory-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel_error[sqlite-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel_error[sqlite-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel_error[sqlite_aes-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_overwrite_parallel_error[sqlite_aes-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_parallel_interrupts[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_parallel_interrupts[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_parallel_interrupts[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_parallel_interrupts_double[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_parallel_interrupts_double[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_parallel_interrupts_double[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_parallel_node_execution,50,0,0,50,NOT_FLAKY
tests/test_remote_graph_v3.py::test_astream_events_v3_constructs_sdk_thread,50,0,0,50,NOT_FLAKY
tests/test_remote_graph_v3.py::test_stream_events_v3_constructs_sdk_thread_with_sanitized_args,50,0,0,50,NOT_FLAKY
tests/test_remote_graph_v3.py::test_stream_events_v3_passes_none_thread_id_when_absent,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_error_handler_does_not_swallow_interrupt_concurrent,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_pregel_validate_rejects_parallel_sync_branch_timeout,50,0,0,50,NOT_FLAKY
tests/test_runtime.py::test_drain_then_cancel_after_graceful_timeout,50,0,0,50,NOT_FLAKY
tests/test_runtime.py::test_external_drain_concurrent_sync,50,0,0,50,NOT_FLAKY
tests/test_stream_messages_transformer.py::TestProtocolEventRouting::test_concurrent_streams_routed_by_run_id,50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_child_with_own_thread_id_keeps_namespace[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_child_with_own_thread_id_keeps_namespace[sqlite],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_child_with_own_thread_id_keeps_namespace[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_time_travel.py::test_parallel_subgraph_nodes_load_correct_state_on_replay[memory],50,0,0,50,NOT_FLAKY
tests/test_time_travel.py::test_parallel_subgraph_nodes_load_correct_state_on_replay[sqlite],50,0,0,50,NOT_FLAKY
tests/test_time_travel.py::test_parallel_subgraph_nodes_load_correct_state_on_replay[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_tool_stream_handler.py::TestConcurrentToolCalls::test_parallel_tool_calls_do_not_bleed,50,0,0,50,NOT_FLAKY
tests/test_trace_policy.py::test_trace_policy_none_records_real_payloads,50,0,0,50,NOT_FLAKY
tests/test_trace_policy.py::test_trace_policy_processor_error_does_not_break_execution,50,0,0,50,NOT_FLAKY
tests/test_trace_policy.py::test_trace_policy_processor_error_safe_without_callbacks,50,0,0,50,NOT_FLAKY
tests/test_trace_policy.py::test_trace_policy_transforms_recorded_inputs,50,0,0,50,NOT_FLAKY
tests/test_trace_policy.py::test_trace_policy_transforms_recorded_outputs,50,0,0,50,NOT_FLAKY
tests/test_utils.py::test_ensure_config_same_thread_id_still_clears_ambient,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_configurable_propagates_to_stream_metadata,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_get_stream_writer,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_imp_stream_order[memory-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_imp_stream_order[memory-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_imp_stream_order[sqlite-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_imp_stream_order[sqlite-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_imp_stream_order[sqlite_aes-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_imp_stream_order[sqlite_aes-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_stream_mode_values[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_stream_mode_values[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_stream_mode_values[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_buffering_single_node[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_buffering_single_node[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_buffering_single_node[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_messages_dedupe_inputs,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_messages_dedupe_pydantic_subgraph_interrupt[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_messages_dedupe_pydantic_subgraph_interrupt[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_messages_dedupe_pydantic_subgraph_interrupt[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_messages_dedupe_state[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_messages_dedupe_state[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_messages_dedupe_state[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_mode_messages_command,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_subgraphs_during_execution[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_subgraphs_during_execution[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_stream_subgraphs_during_execution[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_subgraph_streaming_sync,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_sync_streaming_with_functional_api,50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_tags_stream_mode_messages,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestConvertToProtocolEvent::test_basic_conversion,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestConvertToProtocolEvent::test_conversion_with_interrupts,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestConvertToProtocolEvent::test_namespace_tuple_becomes_list,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestCustomTransformer::test_extension_transformer_with_stream_channel,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestCustomTransformer::test_native_transformer_gets_direct_attr,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestCustomTransformer::test_projection_key_conflict_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestCustomTransformer::test_stream_channel_auto_forward,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestCustomTransformer::test_stream_channel_seq_ordering,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestCustomTransformer::test_stream_events_v3_rejects_transformer_instances,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestDrainOnConsume::test_atee_fans_out,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestDrainOnConsume::test_invalid_maxlen_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestDrainOnConsume::test_push_unbounded_by_design,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestDrainOnConsume::test_tee_fans_out_sync,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestMemoryBounds::test_drained_subscriber_buffer_returns_to_empty,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestMemoryBounds::test_output_path_does_not_retain_values,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestMemoryBounds::test_sync_subscribed_buffer_stays_at_most_one_between_yields,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestMemoryBounds::test_unsubscribed_projections_never_accumulate,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestMessagesTransformer::test_captures_root_messages,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestMessagesTransformer::test_fail_propagates,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestMessagesTransformer::test_ignores_non_messages_methods,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestMessagesTransformer::test_ignores_non_root_namespace,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestOutputWithoutValuesTransformer::test_interrupts_without_values_transformer,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestOutputWithoutValuesTransformer::test_output_without_values_transformer,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelAutoLifecycle::test_mux_auto_closes_channels,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelAutoLifecycle::test_mux_auto_fails_channels,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelAutoLifecycle::test_no_double_close_if_transformer_closes_own_log,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelAutoLifecycle::test_transformer_without_finalize_works,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_double_bind_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_drain_on_consume,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_empty_log_fail_sync,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_empty_log_sync,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_fail_propagation,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_pre_subscription_push_is_noop,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_push_after_close_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_push_after_fail_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_second_subscribe_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_sync_bound_aiter_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_sync_cursor_yields_items_before_error,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_sync_iteration,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelLocal::test_unbound_iter_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelNamed::test_fail_propagation,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelNamed::test_push_and_iterate,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelNamed::test_push_without_wire,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamChannelNamed::test_wire_callback,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamMux::test_empty_mux,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamMux::test_empty_mux_fail,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamMux::test_event_suppression,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamMux::test_register_non_dict_raises,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamMux::test_suppression_all_transformers_still_see_event,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamMuxResilience::test_channels_closed_after_finalize_error,50,0,0,50,NOT_FLAKY
tests/test_pregel_stream_events_v3.py::TestStreamMuxResilience::test_close_continues_after_finalize_error,50,0,0,50,NOT_FLAKY
