test_id,pass,fail,missing,total,verdict
tests/test_stream_subgraph_transformer.py::test_child_forwarding_errors_fail_sync_run,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_child_forwarding_reuses_event_without_assigning_seq,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_child_mux_requires_factories,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_fail_marks_open_handles_failed_for_other_errors,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_fail_marks_open_handles_interrupted_for_graph_interrupt,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_failed_subgraph_output_raises_terminal_error,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_finalize_completes_open_handles,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_grandchild_discovered_via_child_mini_mux,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_handle_created_on_first_direct_child_task,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_handle_status_completes_on_parent_result,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_handle_status_failed_with_error,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_handle_status_interrupted,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_normalize_transformer_factories_rejects_instances,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_normalize_transformer_factories_supports_configured_factories,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_normalize_transformer_factories_supports_scoped_classes,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_required_stream_modes_declared,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_stream_events_v3_grandchild_visible_on_child_handle,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_stream_events_v3_real_graph_yields_subgraph_handles,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_subgraph_and_lifecycle_agree_on_terminal_status,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_subgraph_output_stops_at_own_terminal_without_draining_siblings,50,0,0,50,NOT_FLAKY
tests/test_stream_subgraph_transformer.py::test_tasks_events_suppressed_from_main_log,50,0,0,50,NOT_FLAKY
tests/test_tool_stream_handler.py::TestSubgraphNamespacePropagation::test_tool_inside_subgraph_emits_with_subgraph_ns,50,0,0,50,NOT_FLAKY
tests/test_tool_stream_handler.py::TestSyncGraphSyncTool::test_emit_output_delta_produces_delta_events,50,0,0,50,NOT_FLAKY
tests/test_tool_stream_handler.py::TestSyncGraphSyncTool::test_no_events_without_tools_mode,50,0,0,50,NOT_FLAKY
tests/test_tool_stream_handler.py::TestSyncGraphSyncTool::test_started_finished_cycle,50,0,0,50,NOT_FLAKY
tests/test_tool_stream_handler.py::TestSyncGraphSyncTool::test_tool_error_event,50,0,0,50,NOT_FLAKY
tests/test_tool_stream_handler.py::TestSyncGraphSyncTool::test_writer_unset_outside_tool,50,0,0,50,NOT_FLAKY
tests/test_delta_channel_exit_mode.py::test_exit_delta_task_id_is_valid_uuid_and_ordered,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveArrivalOrder::test_all_empty,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveArrivalOrder::test_arrival_order_not_round_robin,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveArrivalOrder::test_empty_projection,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveArrivalOrder::test_error_propagation,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveArrivalOrder::test_single_projection,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveArrivalOrder::test_unknown_projection_raises,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveIntegration::test_interleave_rejects_already_subscribed,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveIntegration::test_interleave_releases_projections_on_completion,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveIntegration::test_interleave_releases_projections_on_early_break,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveIntegration::test_interleave_releases_projections_on_validation_failure,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestInterleaveIntegration::test_interleave_values_and_messages,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestPushStamps::test_channel_without_mux_gets_zero_stamp,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestPushStamps::test_events_channel_gets_real_stamps,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestPushStamps::test_regular_iter_strips_stamps,50,0,0,50,NOT_FLAKY
tests/test_interleave_arrival_order.py::TestPushStamps::test_stamps_are_monotonic_across_channels,50,0,0,50,NOT_FLAKY
tests/test_remote_graph_v3.py::test_sync_interleave_delegates_to_interleave_projections,50,0,0,50,NOT_FLAKY
tests/test_utils.py::test_ensure_config_tags_concat_preserves_order_and_duplicates,50,0,0,50,NOT_FLAKY
tests/test_deprecation.py::test_add_node_retry_arg,50,0,0,50,NOT_FLAKY
tests/test_deprecation.py::test_entrypoint_retry_arg,50,0,0,50,NOT_FLAKY
tests/test_deprecation.py::test_graph_output_getitem_interrupt_deprecation,50,0,0,50,NOT_FLAKY
tests/test_deprecation.py::test_interrupt_attributes_deprecation,50,0,0,50,NOT_FLAKY
tests/test_deprecation.py::test_node_interrupt_deprecation,50,0,0,50,NOT_FLAKY
tests/test_deprecation.py::test_task_retry_arg,50,0,0,50,NOT_FLAKY
tests/test_graph_callbacks.py::test_graph_callbacks_continue_when_interrupt_handler_raises_sync,50,0,0,50,NOT_FLAKY
tests/test_graph_callbacks.py::test_graph_callbacks_interrupt_and_resume_sync,50,0,0,50,NOT_FLAKY
tests/test_interrupt_migration.py::test_interrupt_legacy_ns,50,0,0,50,NOT_FLAKY
tests/test_interrupt_migration.py::test_serialization_roundtrip,50,0,0,50,NOT_FLAKY
tests/test_interrupt_migration.py::test_serialization_roundtrip_complex_ns,50,0,0,50,NOT_FLAKY
tests/test_interruption.py::test_interruption_without_state_updates[memory-exit],50,0,0,50,NOT_FLAKY
tests/test_interruption.py::test_interruption_without_state_updates[memory-sync],50,0,0,50,NOT_FLAKY
tests/test_interruption.py::test_interruption_without_state_updates[sqlite-exit],50,0,0,50,NOT_FLAKY
tests/test_interruption.py::test_interruption_without_state_updates[sqlite-sync],50,0,0,50,NOT_FLAKY
tests/test_interruption.py::test_interruption_without_state_updates[sqlite_aes-exit],50,0,0,50,NOT_FLAKY
tests/test_interruption.py::test_interruption_without_state_updates[sqlite_aes-sync],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_dynamic_interrupt[memory],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_dynamic_interrupt[sqlite],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_dynamic_interrupt[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_dynamic_interrupt_subgraph[memory],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_dynamic_interrupt_subgraph[sqlite],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_dynamic_interrupt_subgraph[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_invoke_two_processes_in_out_interrupt[memory],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_invoke_two_processes_in_out_interrupt[sqlite],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_invoke_two_processes_in_out_interrupt[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_send_react_interrupt[memory],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_send_react_interrupt[sqlite],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_send_react_interrupt[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_send_react_interrupt_control[memory],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_send_react_interrupt_control[sqlite],50,0,0,50,NOT_FLAKY
tests/test_large_cases.py::test_send_react_interrupt_control[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_debug_retry[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_debug_retry[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_debug_retry[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_double_interrupt_subgraph[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_double_interrupt_subgraph[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_double_interrupt_subgraph[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_doubly_nested_graph_interrupts[memory-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_doubly_nested_graph_interrupts[memory-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_doubly_nested_graph_interrupts[sqlite-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_doubly_nested_graph_interrupts[sqlite-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_doubly_nested_graph_interrupts[sqlite_aes-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_doubly_nested_graph_interrupts[sqlite_aes-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_in_one_fan_out_state_graph_defer_node[memory-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_in_one_fan_out_state_graph_defer_node[memory-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_in_one_fan_out_state_graph_defer_node[sqlite-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_in_one_fan_out_state_graph_defer_node[sqlite-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_in_one_fan_out_state_graph_defer_node[sqlite_aes-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_in_one_fan_out_state_graph_defer_node[sqlite_aes-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_functional[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_functional[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_functional[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_loop[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_loop[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_loop[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_multiple[memory-map],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_multiple[memory-null],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_multiple[sqlite-map],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_multiple[sqlite-null],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_multiple[sqlite_aes-map],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_multiple[sqlite_aes-null],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_subgraph[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_subgraph[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_subgraph[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_subgraph_reenter_checkpointer_true[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_subgraph_reenter_checkpointer_true[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_subgraph_reenter_checkpointer_true[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_task_functional[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_task_functional[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_interrupt_task_functional[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupt_state_persistence[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupt_state_persistence[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupt_state_persistence[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional_cache[memory-memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional_cache[memory-sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional_cache[sqlite-memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional_cache[sqlite-sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional_cache[sqlite_aes-memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_interrupts_functional_cache[sqlite_aes-sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_nodes_before_interrupt_resume_graph_api[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_nodes_before_interrupt_resume_graph_api[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_nodes_before_interrupt_resume_graph_api[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_tasks_before_interrupt_resume[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_tasks_before_interrupt_resume[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_multiple_tasks_before_interrupt_resume[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_node_before_interrupt_resume_graph_api[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_node_before_interrupt_resume_graph_api[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_node_before_interrupt_resume_graph_api[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_node_before_multiple_interrupt_cycles_graph_api[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_node_before_multiple_interrupt_cycles_graph_api[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_node_before_multiple_interrupt_cycles_graph_api[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_null_resume_disallowed_with_multiple_interrupts[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_null_resume_disallowed_with_multiple_interrupts[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_null_resume_disallowed_with_multiple_interrupts[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_subgraph_checkpoint_true_interrupt[memory-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_subgraph_checkpoint_true_interrupt[memory-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_subgraph_checkpoint_true_interrupt[sqlite-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_subgraph_checkpoint_true_interrupt[sqlite-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_subgraph_checkpoint_true_interrupt[sqlite_aes-exit],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_subgraph_checkpoint_true_interrupt[sqlite_aes-sync],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_task_before_interrupt_resume[memory],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_task_before_interrupt_resume[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_task_before_interrupt_resume[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_timeout_with_parent_command[memory-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_timeout_with_parent_command[memory-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_timeout_with_parent_command[sqlite-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_timeout_with_parent_command[sqlite-True],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_timeout_with_parent_command[sqlite_aes-False],50,0,0,50,NOT_FLAKY
tests/test_pregel.py::test_timeout_with_parent_command[sqlite_aes-True],50,0,0,50,NOT_FLAKY
tests/test_pydantic.py::test_interrupt_functional_pydantic[memory],50,0,0,50,NOT_FLAKY
tests/test_pydantic.py::test_interrupt_functional_pydantic[sqlite],50,0,0,50,NOT_FLAKY
tests/test_pydantic.py::test_interrupt_functional_pydantic[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_remote_graph_v3.py::test_output_interrupted_interrupts_passthrough,50,0,0,50,NOT_FLAKY
tests/test_remote_graph_v3.py::test_reject_v3_unsupported_raises_per_kwarg[interrupt_after-kwarg_value3],50,0,0,50,NOT_FLAKY
tests/test_remote_graph_v3.py::test_reject_v3_unsupported_raises_per_kwarg[interrupt_before-kwarg_value2],50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_does_not_swallow_proc_node_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_external_cancel_propagates_as_cancelled,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_heartbeat_refresh_mode_accepts_heartbeat,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_idle_timeout_preserves_existing_callbacks,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_idle_timeout_resets_on_callback_event,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_idle_timeout_resets_on_runtime_heartbeat,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_observer_emits_finish_before_final_raise_on_exhaustion,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_observer_emits_finish_before_retry_backoff,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_run_timeout_is_not_refreshed_by_heartbeat,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_accepts_timedelta,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_cannot_be_swallowed,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_discards_pre_timeout_writes,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_discards_stale_executor_writes,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_observer_emits_progress_on_heartbeat,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_observer_finishes_when_parent_writer_errors,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_observer_tracks_attempts,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_observer_treats_bubble_up_as_non_error,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_observer_treats_parent_command_as_non_error,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_ok_when_fast,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_timeout_retries_when_retry_on_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_user_raised_cancelled_becomes_node_cancelled,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_arun_with_retry_user_raised_cancelled_with_timeout_policy,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_checkpoint_ns_for_parent_command,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_coerce_timeout_policy_returns_same_instance_for_already_coerced,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_coerce_timeout_policy_scalar_is_run_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_ensure_execution_info_creates_from_config,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_ensure_execution_info_falls_back_to_task_id,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_ensure_execution_info_noop_when_already_set,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_entrypoint_timeout_allows_pre_timeout_child_task_to_run,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_entrypoint_timeout_e2e,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_error_handler_resumes_after_crash,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_error_handler_resumes_after_crash_multiple_nodes,176,24,0,200,FLAKY_ND
tests/test_retry.py::test_execution_info_identity_fields_populated_on_retry,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_error_handler_can_route_with_command,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_error_handler_error_context_survives_checkpoint_resume,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_error_handler_failure_fails_run,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_error_handler_handles_subgraph_internal_failure,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_error_handler_runs_after_retry_exhaustion,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_with_jitter_retry_policy,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_with_max_attempts_exceeded,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_with_multiple_retry_policies,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_graph_with_single_retry_policy,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_idle_timeout_guard_call_does_not_hold_scope_lock,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_node_builder_timeout_e2e,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_node_error_handlers_route_to_matching_handler,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_node_timeout_error_carries_both_configured_timeouts,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_node_without_error_handler_still_fails_run,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_pregel_user_raised_cancellederror_fails_run,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_pregel_validate_rejects_sync_node_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_pregel_validate_rejects_sync_writer_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_pregel_validate_rejects_wrapped_sync_runnable_lambda_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_run_with_retry_creates_execution_info_when_missing,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_run_with_retry_rejects_sync_timeout_without_starting_proc,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_run_with_retry_sync_node_raising_cancelled_becomes_node_cancelled,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_run_with_retry_without_timeout_runs_sync_directly,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_runtime_execution_info_defaults_without_retry,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_runtime_heartbeat_outside_idle_attempt_is_no_op,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_send_timeout_overrides_target_node_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_send_timeout_round_trips_through_msgpack_serde,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_send_without_timeout_round_trips_through_msgpack_serde,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_chaining,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_combined_retry_and_error_handler,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_error_handler_catches_all_nodes,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_error_handler_collides_with_user_node,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_error_handler_failure_fails_run,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_error_handler_overridden_by_node_handler,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_error_handler_receives_runnable_config,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_error_handler_skips_per_node_handler_nodes,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_retry_policy,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_retry_policy_per_node_wins,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_set_node_defaults_timeout_per_node_wins,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_should_retry_default_retry_on,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_should_retry_on_callable,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_should_retry_on_empty_sequence,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_should_retry_on_invalid_type,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_should_retry_on_sequence_of_exceptions,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_should_retry_on_single_exception,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_should_retry_on_subclass_of_exception,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_state_graph_add_node_timeout_composes_with_retry,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_state_graph_add_node_timeout_e2e,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_state_graph_compile_rejects_sync_node_timeout,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_state_graph_observer_emits_finish_before_error_handler_start,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_task_decorator_preserves_user_idle_timeout_kwarg,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_task_decorator_preserves_user_timeout_kwarg,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_task_decorator_timeout_e2e,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_timeout_rejects_sync_functional_apis_at_declaration_time,50,0,0,50,NOT_FLAKY
tests/test_retry.py::test_timeout_validation_is_eager_across_apis,50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateful_interrupt_resume[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateful_interrupt_resume[sqlite],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateful_interrupt_resume[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateful_state_accumulates_with_interrupt[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateful_state_accumulates_with_interrupt[sqlite],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateful_state_accumulates_with_interrupt[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateless_interrupt_resume[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateless_interrupt_resume[sqlite],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateless_interrupt_resume[sqlite_aes],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateless_state_resets_with_interrupt[memory],50,0,0,50,NOT_FLAKY
tests/test_subgraph_persistence.py::test_stateless_state_resets_with_interrupt[sqlite],50,0,0,50,NOT_FLAKY
